Body Name,Body,Service Code,Organisational Unit,Expenditure Category,Expenditure Code,Date,Transaction Number,Net Amount ,Capital and Revenue,Supplier Name
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CIVIC ENTERTAINING                      ,4537,22/06/2012,V202033,897.47 ,Revenue,J P LENNARD LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CIVIC ENTERTAINING                      ,4537,08/06/2012,V198260,"1,322.47 ",Revenue,J P LENNARD LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202346,2.19 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201465,2.55 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198136,2.99 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201464,3.90 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198133,6.11 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202345,6.76 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202353,9.79 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202344,15.45 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202350,21.84 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202559,22.22 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V198135,22.70 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201466,23.48 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202351,24.02 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198131,24.10 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198132,29.64 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201467,31.09 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202347,36.57 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,15/06/2012,V201651,37.67 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202354,41.66 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201230,43.94 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202348,47.27 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202349,67.52 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V202071,68.16 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198134,71.28 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198137,71.58 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201835,84.43 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202070,121.89 ,Revenue,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202352,273.59 ,Capital,JACKSON BUILDING CENTRES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201509,180.00 ,Revenue,JAMES ANDREWS RECRUITMENT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201508,192.00 ,Revenue,JAMES ANDREWS RECRUITMENT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198305,300.00 ,Revenue,JAMES ANDREWS RECRUITMENT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201510,300.00 ,Revenue,JAMES ANDREWS RECRUITMENT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198306,320.00 ,Revenue,JAMES ANDREWS RECRUITMENT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201511,320.00 ,Revenue,JAMES ANDREWS RECRUITMENT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,INSURANCE GENERAL                       ,4700,01/06/2012,V198188,"8,918.88 ",Revenue,JARDINE LLOYD THOMPSON TENANT RISKS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201846,0.68 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198150,5.80 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201214,13.93 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202067,14.46 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201845,15.85 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201847,17.16 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198154,20.16 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202065,28.23 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198169,37.77 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202327,38.03 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201848,38.54 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,08/06/2012,V201213,40.60 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V198153,50.68 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,08/06/2012,V201215,53.60 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202235,57.84 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202068,64.79 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201844,69.00 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202336,74.75 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198152,98.51 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202564,100.42 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201843,104.40 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V198151,109.26 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V202066,201.93 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202064,210.40 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201789,256.46 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V202109,307.84 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201788,349.47 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201866,395.44 ,Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198094,491.04 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202110,799.51 ,Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202069,"1,124.35 ",Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201790,"1,743.30 ",Revenue,JEWSON LIMITED
Corby Borough Council,34UB,FINS,Financial Services,CONSTRUCTION                            ,5432,01/06/2012,V198122,"1,843.77 ",Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202113,"1,998.02 ",Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201192,"2,058.81 ",Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202569,"2,074.76 ",Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201191,"2,117.47 ",Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,15/06/2012,V201598,"2,754.15 ",Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201597,"3,469.98 ",Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201792,"4,159.79 ",Capital,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202111,"4,226.68 ",Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201791,"4,664.59 ",Revenue,JEWSON LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V198129,"6,149.40 ",Capital,JEWSON LIMITED
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT REPAIR/MAINTENANCE            ,4020,22/06/2012,V201633,219.58 ,Revenue,JHS UK LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V202016,643.00 ,Revenue,JHS UK LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT REPAIR/MAINTENANCE            ,4020,15/06/2012,V198261,"1,123.37 ",Revenue,JHS UK LTD
Corby Borough Council,34UB,CEXE,Chief Executive,ADVERTISING                             ,4710,28/06/2012,V202442,107.76 ,Revenue,JOHNSTON CASH PUBLISHING
Corby Borough Council,34UB,REGN,Planning Services,ADVERTISING                             ,4710,01/06/2012,V197842,157.95 ,Revenue,JOHNSTON CASH PUBLISHING
Corby Borough Council,34UB,REGN,Planning Services,ADVERTISING                             ,4710,28/06/2012,V201944,171.18 ,Revenue,JOHNSTON CASH PUBLISHING
Corby Borough Council,34UB,REGN,Planning Services,ADVERTISING                             ,4710,22/06/2012,V201342,189.54 ,Revenue,JOHNSTON CASH PUBLISHING
Corby Borough Council,34UB,REGN,Planning Services,ADVERTISING                             ,4710,08/06/2012,V197844,221.13 ,Revenue,JOHNSTON CASH PUBLISHING
Corby Borough Council,34UB,FINS,Financial Services,ADVERTISING                             ,4710,08/06/2012,V198383,427.95 ,Revenue,JOHNSTON CASH PUBLISHING
Corby Borough Council,34UB,REGN,Planning Services,ADVERTISING                             ,4710,15/06/2012,V198254,442.26 ,Revenue,JOHNSTON CASH PUBLISHING
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,SURVEY COSTS                            ,5410,28/06/2012,V202565,"11,843.50 ",Capital,KEEGANS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,22/06/2012,V201865,"12,200.00 ",Capital,KEEGANS LIMITED
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,15/06/2012,V201586,68.00 ,Revenue,KEITH LYDDALL
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,15/06/2012,V201547,205.50 ,Revenue,KEITH LYDDALL
Corby Borough Council,34UB,FINS,Financial Services,GENERAL R&M,2080,15/06/2012,V201522,260.56 ,Revenue,KEITH LYDDALL
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,THEMED GRANTS                           ,4604,08/06/2012,V201251,"1,040.00 ",Revenue,KFX LEARNING OF SUBSTANCE
Corby Borough Council,34UB,DOPS,Director of Operational Services,CONSTRUCTION                            ,5432,22/06/2012,V202179,"370,769.54 ",Revenue,KIER MARRIOTT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,LSM RUBBISH REMOVAL,2083,15/06/2012,V201503,60.00 ,Revenue,KIER SERVICES-ENVIRONMENTAL
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,LSM RUBBISH REMOVAL,2083,01/06/2012,V198199,120.00 ,Revenue,KIER SERVICES-ENVIRONMENTAL
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,LSM RUBBISH REMOVAL,2083,01/06/2012,V198200,135.00 ,Revenue,KIER SERVICES-ENVIRONMENTAL
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,TREE MAINTENANCE                        ,2902,01/06/2012,V198193,234.00 ,Revenue,KIER SERVICES-ENVIRONMENTAL
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GROUNDS MAINTENANCE SERVICES            ,2900,22/06/2012,V202133,335.00 ,Revenue,KIER SERVICES-ENVIRONMENTAL
Corby Borough Council,34UB,ENVQ,Environmental Services,VEHICLE INSPECTIONS,4853,22/06/2012,V201869,"1,974.00 ",Revenue,KIER SERVICES-ENVIRONMENTAL
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,22/06/2012,V202017,"3,553.96 ",Revenue,KIER SERVICES-ENVIRONMENTAL
Corby Borough Council,34UB,PROP,CB Property Services,GROUNDS MAINTENANCE SERVICES            ,2900,08/06/2012,V201175,"3,570.94 ",Revenue,KIER SERVICES-ENVIRONMENTAL
Corby Borough Council,34UB,PROP,CB Property Services,GROUNDS MAINTENANCE SERVICES            ,2900,08/06/2012,V201176,"3,570.94 ",Revenue,KIER SERVICES-ENVIRONMENTAL
Corby Borough Council,34UB,ENVQ,Environmental Services,GENERAL R&M,2080,28/06/2012,V202609,"304,805.02 ",Revenue,KIER SERVICES-ENVIRONMENTAL
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CLEANING CONTRACT COSTS                 ,2600,28/06/2012,V202503,7.50 ,Revenue,KNIGHTON JANITORIAL
Corby Borough Council,34UB,PROP,CB Property Services,CLEANING CONSUMABLES                    ,4091,28/06/2012,V202527,34.90 ,Revenue,KNIGHTON JANITORIAL
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CLEANING CONTRACT COSTS                 ,2600,28/06/2012,V202508,37.50 ,Revenue,KNIGHTON JANITORIAL
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CLEANING CONTRACT COSTS                 ,2600,28/06/2012,V202509,106.15 ,Revenue,KNIGHTON JANITORIAL
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CLEANING CONTRACT COSTS                 ,2600,22/06/2012,V202030,119.50 ,Revenue,KNIGHTON JANITORIAL
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CLEANING CONTRACT COSTS                 ,2600,01/06/2012,V198267,258.22 ,Revenue,KNIGHTON JANITORIAL
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CLEANING CONTRACT COSTS                 ,2600,22/06/2012,V202029,342.28 ,Revenue,KNIGHTON JANITORIAL
Corby Borough Council,34UB,PROP,CB Property Services,CLEANING CONSUMABLES                    ,4091,22/06/2012,V202019,486.69 ,Revenue,KNIGHTON JANITORIAL
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,28/06/2012,V202355,99.99 ,Revenue,KWIK FIT FLEET
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,28/06/2012,V202398,195.26 ,Revenue,KWIK FIT FLEET
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,28/06/2012,V202399,195.26 ,Revenue,KWIK FIT FLEET
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,28/06/2012,V202358,292.89 ,Revenue,KWIK FIT FLEET
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ONE CORBY                 ,4530,01/06/2012,V198205,"1,542.00 ",Revenue,LEAFLET DELIVERY SERVICES
Corby Borough Council,34UB,LEGL,Legal Services,TRAINING - OFFICERS                     ,1120,01/06/2012,V198252,115.00 ,Revenue,LEICESTERSHIRE COUNTY COUNCIL
Corby Borough Council,34UB,CEXE,Chief Executive,TRAINING - MEMBERS,1123,15/06/2012,V201514,125.00 ,Revenue,LEICESTERSHIRE COUNTY COUNCIL
Corby Borough Council,34UB,PROP,CB Property Services,TRAINING - OFFICERS                     ,1120,08/06/2012,V201301,375.00 ,Revenue,LEICESTERSHIRE COUNTY COUNCIL
Corby Borough Council,34UB,CULT,Culture & Leisure Services,LICENCES                                ,4032,22/06/2012,V202022,243.26 ,Revenue,LES MILLS FITNESS UK LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,LICENCES                                ,4032,01/06/2012,V198266,243.26 ,Revenue,LES MILLS FITNESS UK LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,LICENCES                                ,4032,08/06/2012,V201328,355.94 ,Revenue,LES MILLS FITNESS UK LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT REPAIR/MAINTENANCE            ,4020,15/06/2012,V201541,25.62 ,Revenue,LIFE FITNESS (UK) LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT REPAIR/MAINTENANCE            ,4020,28/06/2012,V202499,234.51 ,Revenue,LIFE FITNESS (UK) LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT REPAIR/MAINTENANCE            ,4020,15/06/2012,V201540,641.06 ,Revenue,LIFE FITNESS (UK) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,15/06/2012,V201410,"10,468.69 ",Capital,LIFTABILITY LIMITED
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,22/06/2012,V202003,38.10 ,Revenue,LIQUIDLINE
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,15/06/2012,V201299,75.00 ,Revenue,LIQUIDLINE
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT RENTAL                        ,4030,28/06/2012,V202002,75.00 ,Revenue,LIQUIDLINE
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,22/06/2012,V201573,90.00 ,Revenue,LIQUIDLINE
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,22/06/2012,V201300,282.30 ,Revenue,LIQUIDLINE
Corby Borough Council,34UB,LEGL,Legal Services,LAND REGISTRY FEES,4349,01/06/2012,V198295,"1,004.25 ",Revenue,LOCAL GOVERNMENT ASSOCIATION
Corby Borough Council,34UB,ENVQ,Environmental Services,EQUIPMENT PURCHASE                      ,4000,22/06/2012,V202119,141.10 ,Revenue,LONGCOMBE LABELS
Corby Borough Council,34UB,ENVQ,Environmental Services,ENVIRONMENTAL EDUCATION                 ,4732,15/06/2012,V201528,423.13 ,Revenue,LONGCOMBE LABELS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,STATIONERY DIRECT PURCHASE              ,4210,28/06/2012,V201857,0.80 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,STATIONERY DIRECT PURCHASE              ,4210,01/06/2012,V197768,4.90 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,FINS,Financial Services,STATIONERY DIRECT PURCHASE              ,4210,01/06/2012,V197799,6.33 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,FINS,Financial Services,STATIONERY DIRECT PURCHASE              ,4210,08/06/2012,V197797,12.50 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,STATIONERY DIRECT PURCHASE              ,4210,22/06/2012,V201487,14.32 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,STATIONERY DIRECT PURCHASE              ,4210,22/06/2012,V201216,18.11 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,STATIONERY DIRECT PURCHASE              ,4210,01/06/2012,V197730,21.54 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,FINS,Financial Services,STATIONERY DIRECT PURCHASE              ,4210,15/06/2012,V198206,26.40 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,STATIONERY DIRECT PURCHASE              ,4210,15/06/2012,V201513,34.21 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,STATIONERY DIRECT PURCHASE              ,4210,22/06/2012,V201254,38.55 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,H&S EQUIPMENT                     ,4040,15/06/2012,V198293,46.69 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,DOPS,Director of Operational Services,STATIONERY DIRECT PURCHASE              ,4210,22/06/2012,V201241,47.35 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,REGN,Planning Services,STATIONERY DIRECT PURCHASE              ,4210,22/06/2012,V198296,49.96 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,STATIONERY DIRECT PURCHASE              ,4210,15/06/2012,V201506,50.20 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,STATIONERY DIRECT PURCHASE              ,4210,01/06/2012,V197902,58.14 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,STATIONERY DIRECT PURCHASE              ,4210,22/06/2012,V201222,62.99 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,CUST,Customer First,STATIONERY DIRECT PURCHASE              ,4210,22/06/2012,V198384,83.32 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,STATIONERY DIRECT PURCHASE              ,4210,28/06/2012,V201914,115.98 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,LEGL,Legal Services,STATIONERY DIRECT PURCHASE              ,4210,15/06/2012,V198251,144.65 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,FINS,Financial Services,STATIONERY DIRECT PURCHASE              ,4210,28/06/2012,V201518,185.74 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,FINS,Financial Services,STATIONERY DIRECT PURCHASE              ,4210,15/06/2012,V198207,190.63 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT PURCHASE                      ,4000,15/06/2012,V197782,217.00 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,CEXE,Chief Executive,MATERIALS PURCHASE                      ,4080,01/06/2012,V197791,221.90 ,Revenue,LYRECO UK LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,GREEN WASTE GATE FEES,4393,01/06/2012,V198283,"5,746.40 ",Revenue,MATERIAL CHANGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,GREEN WASTE GATE FEES,4393,28/06/2012,V202423,"13,096.32 ",Revenue,MATERIAL CHANGE LIMITED
